Site Num,Latitude,Longitude,State,Time Zone,Annual NO2 Average
20_4,38.8577,-77.05922,VA,America/New_York,7.6126440891325515
20_5,42.984173,-85.671339,MI,America/Detroit,7.3155683894111
423_0,44.77553,-93.06299,MN,America/Chicago,3.656437516165487
480_0,44.706123,-93.285803,MN,America/Chicago,7.5989199114883315
962_0,44.965242,-93.254759,MN,America/Chicago,12.127626577081037
85_0,38.656429,-90.198348,MO,America/Chicago,10.128789465289481
86_0,38.673221,-90.239166,MO,America/Chicago,
540_0,36.141875,-115.078742,NV,America/Los_Angeles,14.752603730160743
561_0,36.163962,-115.11393,NV,America/Los_Angeles,15.791110904160101
1501_0,36.139707,-115.175654,NV,America/Los_Angeles,22.576509035913748
1502_0,36.174365,-115.13977,NV,America/Los_Angeles,21.03297738774694
1233_0,36.8071,-108.69523,NM,America/Denver,2.5322106081515146
110_0,40.816,-73.902,NY,America/New_York,14.759959727688347
133_0,40.8679,-73.87809,NY,America/New_York,11.938058348460046
124_1,40.73614,-73.82153,NY,America/New_York,12.911434366108674
124_2,47.400624,-101.929099,ND,America/North_Dakota/Beulah,1.7734927825686315
125_0,40.739264,-73.817694,NY,America/New_York,14.960147917376057
45_0,35.213171,-80.874084,NC,America/New_York,9.58970725178709
60_0,41.492117,-81.678449,OH,America/New_York,8.883039734616604
73_0,41.44013,-81.494833,OH,America/New_York,7.4425787179507354
38_0,40.11107,-83.065415,OH,America/New_York,9.31432340546595
48_1,39.146025,-84.538375,OH,America/New_York,17.411533262524326
48_2,39.991389,-75.080833,PA,America/New_York,10.810397498037327
33_0,35.477036,-97.494309,OK,America/Chicago,
97_0,35.50307,-97.577981,OK,America/Chicago,12.511470842547661
9021_0,35.40814,-94.524413,OK,America/Chicago,4.448474829755603
1127_0,36.204902,-95.976537,OK,America/Chicago,6.867715601847128
65_0,45.483148,-122.641449,OR,America/Los_Angeles,
80_1,45.496641,-122.602877,OR,America/Los_Angeles,6.687390535133063
80_2,47.568236,-122.308628,WA,America/Los_Angeles,9.53114985106172
1376_0,40.43743,-79.863572,PA,America/New_York,9.816292827989365
524_0,39.917663,-79.805499,PA,America/New_York,2.7266045400395895
4000_0,41.644722,-76.939167,PA,America/New_York,0.6158176190829509
5200_0,40.268963,-80.243995,PA,America/New_York,1.7659958463337928
46_0,32.941023,-79.657187,SC,America/New_York,1.3849340360645404
101_1,35.63348,-83.941606,TN,America/New_York,0.645489378569868
101_2,42.869824,-109.87076,WY,America/Denver,1.31241501997136
101_3,41.373097,-111.042376,WY,America/Denver,1.518140267112481
1047_0,31.088002,-97.679734,TX,America/Chicago,2.780027440267394
59_0,29.275381,-98.311692,TX,America/Chicago,4.1814889317801205
1069_0,29.529432,-98.391403,TX,America/Chicago,7.106058666116474
69_0,32.820061,-96.860117,TX,America/Chicago,8.326609544788447
1067_0,32.92118,-96.75355,TX,America/Chicago,10.221866402131667
1044_0,32.175417,-96.870189,TX,America/Chicago,2.6913146681264926
37_0,31.768286,-106.501243,TX,America/Denver,10.288625924394035
55_1,31.746775,-106.402806,TX,America/Denver,11.671657373483617
55_2,29.695729,-95.499219,TX,America/Chicago,6.110749573069569
1034_1,29.254474,-94.861289,TX,America/Chicago,2.31048438688136
1034_2,29.767997,-95.220582,TX,America/Chicago,11.696052053330561
24_1,29.901036,-95.326137,TX,America/Chicago,7.038474226154496
24_2,36.85555,-76.30135,VA,America/New_York,7.0792743714409205
24_3,47.22634,-122.46256,WA,America/Los_Angeles,13.4293228896722
47_0,29.834167,-95.489167,TX,America/Chicago,10.046970696559411
416_0,29.686389,-95.294722,TX,America/Chicago,8.945209516541906
1015_0,29.758889,-95.079444,TX,America/Chicago,9.542619790553228
1035_1,29.733726,-95.257593,TX,America/Chicago,10.91084220512075
1035_2,29.979958,-94.004746,TX,America/Chicago,3.592867870142553
1039_0,29.670025,-95.128508,TX,America/Chicago,6.181705747577144
1050_0,29.583047,-95.015544,TX,America/Chicago,4.337167841870377
1052_0,29.81453,-95.38769,TX,America/Chicago,16.962339127631893
1066_0,29.7216,-95.49265,TX,America/Chicago,12.007070809218627
1051_0,32.031934,-96.399141,TX,America/Chicago,2.6696495865670613
1053_0,32.664753,-97.337917,TX,America/Chicago,13.023288261368398
3009_0,32.98426,-97.063721,TX,America/Chicago,6.647555921757583
3011_0,32.65637,-97.088598,TX,America/Chicago,5.969375694949002
1068_0,30.35386,-97.69166,TX,America/Chicago,12.429284824700167
7011_0,40.216779,-110.182742,UT,America/Denver,2.7094530823921033
3006_0,40.736389,-111.872222,UT,America/Denver,10.735994829826344
3010_0,40.78422,-111.931,UT,America/Denver,12.924525767380443
3013_0,40.496392,-112.036298,UT,America/Denver,4.204342975863935
2003_1,40.05671,-109.688108,UT,America/Denver,1.8413256917656842
2003_2,32.922492,-97.282099,TX,America/Chicago,5.8860740876177005
2003_3,36.214465,-115.091437,NV,America/Los_Angeles,12.659997306949728
2003_4,36.30815,-119.3129,CA,America/Los_Angeles,
5601_0,39.63551,-109.43128,UT,America/Denver,1.3861105229311752
7022_0,40.483598,-109.906796,UT,America/Denver,0.9795203231691495
5010_0,40.136378,-111.657936,UT,America/Denver,6.656499198047939
31_1,38.76835,-77.18347,VA,America/New_York,13.55628917657308
31_2,39.521933,-119.7954,NV,America/Los_Angeles,11.166659219580684
123_0,44.6522,-105.2903,WY,America/Denver,1.2309508509516534
456_0,44.146964,-105.529994,WY,America/Denver,
892_0,44.097074,-105.343164,WY,America/Denver,3.381297662719157
232_0,43.081667,-107.549444,WY,America/Denver,0.7064855148116012
2601_0,42.8608,-106.23586,WY,America/Denver,4.565184664579954
700_0,42.486361,-110.098861,WY,America/Denver,0.8893187771815012
200_0,41.677667,-108.024835,WY,America/Denver,2.9021300762344673
300_0,41.750556,-109.788333,WY,America/Denver,0.9999423959532295
2019_0,35.376953,-119.043889,CA,America/Los_Angeles,22.176690800054462
1026_0,32.710177,-117.142665,CA,America/Los_Angeles,9.738185638470723
119_0,41.57862,-87.557406,IL,America/Chicago,17.40220907995774
219_0,41.920009,-87.672995,IL,America/Chicago,15.126339628748
1037_0,35.614131,-97.475083,OK,America/Chicago,4.885783069995484
1007_0,40.712146,-112.111275,UT,America/Denver,7.961892191093203
3015_0,40.777145,-111.945849,UT,America/Denver,18.253946332032694
4009_0,33.793713,-118.171019,CA,America/Los_Angeles,12.197095569703675
4010_0,34.181977,-118.363036,CA,America/Los_Angeles,13.980006710764536
63_0,45.50077,-122.5717,OR,America/Los_Angeles,5.589147286821706
52_0,29.632058,-98.564936,TX,America/Chicago,1.5407093817275856
1070_0,28.88044,-97.888065,TX,America/Chicago,2.9652001225017415
1038_0,29.1307,-98.1481,TX,America/Chicago,3.8554617266953017
3014_0,40.709762,-112.00876,UT,America/Denver,12.782419355262483
4021_0,33.41046,-112.00264,AZ,America/Phoenix,15.651356799510463
4201_0,42.139996,-87.799227,IL,America/Chicago,4.281050368550368
417_0,29.772915,-95.395784,TX,America/Chicago,10.18515316925071
3016_0,40.807897,-112.087717,UT,America/Denver,7.189360308223009
68_0,43.09456,-87.90144,WI,America/Chicago,4.783045848241398
5253_0,39.33746,-76.58905,MD,America/New_York,
